positive_ratings,owners,average_playtime,median_playtime,price
50,10000.0,0,0,3.99
25,10000.0,0,0,10.99
81,150000.0,0,0,0.0
93,35000.0,0,0,7.19
84,10000.0,0,0,7.19
100,10000.0,0,0,4.79
75,10000.0,0,0,2.89
100,10000.0,0,0,4.79
77,150000.0,168,179,14.99
100,10000.0,0,0,6.99
90,10000.0,0,0,10.99
100,10000.0,0,0,4.79
86,10000.0,0,0,3.99
100,10000.0,0,0,14.99
64,10000.0,0,0,14.99
89,10000.0,0,0,3.99
53,10000.0,0,0,5.79
83,150000.0,513,919,0.0
75,10000.0,0,0,1.99
71,750000.0,130,80,0.0
33,10000.0,0,0,0.79
52,10000.0,0,0,3.99
40,10000.0,0,0,1.69
94,35000.0,0,0,22.99
88,10000.0,0,0,7.19
47,150000.0,15,15,0.0
60,10000.0,0,0,0.0
57,10000.0,0,0,10.99
87,35000.0,0,0,6.99
50,10000.0,0,0,2.79
100,10000.0,0,0,2.79
93,10000.0,0,0,10.0
54,10000.0,0,0,2.89
98,35000.0,0,0,5.79
88,10000.0,0,0,15.49
100,10000.0,0,0,1.59
100,10000.0,0,0,3.99
75,10000.0,0,0,0.89
100,10000.0,0,0,1.69
92,10000.0,0,0,9.29
72,10000.0,0,0,0.0
91,750000.0,486,561,1.59
44,10000.0,0,0,0.79
57,10000.0,0,0,0.79
80,10000.0,0,0,4.79
63,75000.0,0,0,0.0
85,10000.0,0,0,7.19
100,10000.0,0,0,1.59
100,10000.0,0,0,6.99
57,10000.0,0,0,3.99
53,10000.0,0,0,9.99
66,10000.0,0,0,0.0
35,10000.0,0,0,0.79
100,10000.0,0,0,2.99
85,10000.0,0,0,15.49
63,10000.0,0,0,0.79
87,150000.0,3,3,7.19
100,10000.0,0,0,3.99
73,10000.0,962,962,8.29
90,10000.0,0,0,4.99
40,10000.0,0,0,3.99
50,10000.0,0,0,2.79
88,10000.0,0,0,1.69
84,10000.0,0,0,3.99
100,10000.0,0,0,2.89
84,35000.0,0,0,0.0
50,10000.0,0,0,0.99
100,10000.0,0,0,14.49
33,10000.0,0,0,4.79
28,10000.0,0,0,1.99
77,150000.0,35,61,0.0
62,10000.0,3,3,2.89
81,35000.0,0,0,0.0
40,10000.0,0,0,2.09
69,10000.0,0,0,15.49
50,10000.0,0,0,15.49
42,10000.0,0,0,3.19
100,10000.0,0,0,3.19
64,10000.0,0,0,3.19
100,10000.0,0,0,0.79
59,10000.0,0,0,3.99
80,10000.0,0,0,5.59
100,10000.0,0,0,5.79
72,10000.0,0,0,1.99
71,10000.0,0,0,0.79
100,10000.0,0,0,3.99
50,10000.0,0,0,1.59
42,10000.0,0,0,3.99
87,10000.0,0,0,2.09
64,10000.0,0,0,1.99
81,10000.0,0,0,14.99
94,10000.0,233,233,2.09
75,10000.0,0,0,6.99
100,10000.0,0,0,0.79
100,10000.0,0,0,7.19
75,10000.0,0,0,0.79
89,10000.0,0,0,10.99
50,10000.0,0,0,2.09
92,10000.0,0,0,0.79
72,350000.0,106,187,0.0
75,10000.0,0,0,0.79
60,10000.0,0,0,0.79
50,10000.0,0,0,1.69
79,35000.0,0,0,7.19
50,10000.0,0,0,6.99
61,10000.0,2,2,1.59
63,10000.0,0,0,3.99
26,10000.0,0,0,6.99
63,35000.0,0,0,0.0
98,10000.0,0,0,6.19
77,10000.0,0,0,2.79
86,10000.0,0,0,3.99
44,10000.0,0,0,7.99
93,10000.0,0,0,6.19
40,10000.0,0,0,3.99
71,10000.0,0,0,10.29
77,10000.0,0,0,0.0
75,10000.0,0,0,3.99
14,10000.0,0,0,2.99
94,10000.0,0,0,7.19
100,10000.0,0,0,6.99
86,10000.0,0,0,3.99
80,10000.0,0,0,0.79
88,10000.0,0,0,0.79
100,10000.0,0,0,0.79
100,10000.0,0,0,6.99
86,10000.0,0,0,6.99
62,10000.0,0,0,3.99
70,10000.0,0,0,2.79
66,10000.0,0,0,5.79
72,10000.0,0,0,2.79
69,10000.0,0,0,11.39
78,10000.0,0,0,0.79
66,10000.0,0,0,5.59
67,35000.0,0,0,0.0
100,10000.0,0,0,0.79
100,10000.0,0,0,8.99
80,10000.0,0,0,5.59
84,75000.0,853,853,19.99
100,10000.0,0,0,4.49
0,10000.0,0,0,1.99
70,150000.0,503,987,19.99
80,10000.0,0,0,4.99
100,10000.0,0,0,1.99
100,10000.0,0,0,2.79
33,10000.0,0,0,0.79
83,35000.0,0,0,6.99
85,10000.0,0,0,3.99
50,10000.0,0,0,2.79
71,10000.0,0,0,0.0
95,10000.0,0,0,0.0
84,75000.0,0,0,0.0
88,10000.0,0,0,3.99
100,10000.0,0,0,1.99
76,35000.0,75,75,2.89
35,10000.0,0,0,7.19
50,10000.0,0,0,9.99
0,10000.0,0,0,0.79
75,10000.0,0,0,9.99
69,10000.0,0,0,6.19
71,10000.0,0,0,10.99
31,10000.0,0,0,2.89
81,10000.0,0,0,0.79
93,10000.0,0,0,0.0
100,10000.0,0,0,3.99
88,10000.0,0,0,1.69
100,10000.0,0,0,3.99
68,10000.0,0,0,15.49
38,10000.0,0,0,3.99
100,10000.0,0,0,1.59
100,10000.0,0,0,1.99
60,10000.0,0,0,0.79
42,10000.0,0,0,12.39
75,10000.0,0,0,1.59
87,10000.0,0,0,0.79
100,10000.0,0,0,1.59
79,10000.0,0,0,5.79
70,10000.0,0,0,0.79
81,10000.0,0,0,2.09
47,10000.0,0,0,0.79
85,10000.0,0,0,11.39
76,10000.0,0,0,0.79
100,10000.0,0,0,1.69
90,10000.0,0,0,3.99
20,10000.0,0,0,2.79
58,10000.0,0,0,1.59
36,10000.0,0,0,4.99
100,10000.0,0,0,3.99
100,10000.0,0,0,14.99
68,10000.0,0,0,11.39
71,10000.0,0,0,1.69
100,10000.0,0,0,4.99
83,10000.0,0,0,10.29
69,35000.0,14,14,14.99
83,350000.0,0,0,0.0
89,35000.0,0,0,0.0
66,10000.0,0,0,3.99
50,350000.0,219,219,0.0
100,10000.0,0,0,3.99
50,10000.0,0,0,7.19
75,10000.0,0,0,4.99
94,75000.0,612,612,0.0
0,10000.0,0,0,7.19
83,10000.0,0,0,5.79
57,35000.0,0,0,5.99
100,10000.0,0,0,4.79
76,10000.0,0,0,4.79
100,10000.0,0,0,3.99
0,10000.0,0,0,2.09
100,10000.0,0,0,3.99
93,10000.0,0,0,3.99
86,35000.0,17,17,7.19
71,10000.0,0,0,3.99
100,10000.0,0,0,3.99
100,10000.0,64,64,2.79
93,10000.0,0,0,4.79
82,150000.0,4,5,0.0
98,35000.0,278,278,15.49
100,10000.0,0,0,5.19
82,10000.0,0,0,19.99
70,10000.0,0,0,19.99
56,10000.0,0,0,1.59
100,10000.0,0,0,1.99
100,10000.0,0,0,4.79
74,35000.0,0,0,8.99
85,10000.0,0,0,3.99
94,10000.0,0,0,0.79
54,10000.0,0,0,9.29
100,10000.0,0,0,3.99
69,35000.0,28,28,0.0
74,10000.0,0,0,4.99
62,10000.0,0,0,7.19
60,10000.0,0,0,2.79
100,10000.0,0,0,2.79
100,10000.0,0,0,0.79
73,150000.0,9,9,0.0
20,10000.0,0,0,4.79
0,10000.0,0,0,7.19
42,10000.0,0,0,0.0
88,10000.0,0,0,14.99
77,75000.0,0,0,11.99
78,35000.0,0,0,0.0
0,10000.0,0,0,1.69
59,10000.0,0,0,2.89
0,10000.0,0,0,1.99
90,10000.0,0,0,3.99
84,10000.0,518,518,11.39
45,10000.0,0,0,3.19
75,10000.0,0,0,0.79
64,10000.0,0,0,0.79
66,10000.0,0,0,9.29
77,10000.0,0,0,9.99
85,10000.0,0,0,10.99
85,10000.0,0,0,4.79
90,75000.0,0,0,22.99
56,35000.0,0,0,0.0
100,10000.0,0,0,2.89
44,35000.0,0,0,0.0
90,150000.0,35,35,15.49
100,10000.0,0,0,15.49
93,10000.0,0,0,1.69
62,350000.0,364,384,24.0
80,10000.0,0,0,5.79
85,10000.0,0,0,0.0
57,10000.0,0,0,6.19
50,10000.0,0,0,0.79
93,10000.0,0,0,3.99
100,10000.0,0,0,14.99
92,10000.0,0,0,6.99
93,10000.0,0,0,7.19
46,10000.0,0,0,1.69
83,10000.0,0,0,6.99
95,10000.0,0,0,6.19
86,10000.0,0,0,0.79
100,10000.0,0,0,7.19
0,10000.0,0,0,0.79
71,10000.0,0,0,7.19
53,10000.0,0,0,1.59
80,10000.0,0,0,4.79
61,350000.0,21,21,0.0
50,10000.0,0,0,8.99
92,10000.0,0,0,2.89
100,10000.0,0,0,3.99
93,35000.0,24,24,14.99
0,10000.0,0,0,0.79
0,10000.0,0,0,0.79
64,10000.0,0,0,0.79
97,10000.0,0,0,0.0
50,10000.0,0,0,0.79
80,150000.0,172,248,2.79
95,10000.0,0,0,1.99
66,10000.0,0,0,1.99
94,10000.0,0,0,9.99
26,10000.0,0,0,2.09
90,10000.0,0,0,11.39
50,10000.0,0,0,4.79
80,10000.0,0,0,0.79
89,3500000.0,584,184,3.99
86,10000.0,0,0,3.99
60,10000.0,0,0,5.59
83,350000.0,527,729,19.99
91,10000.0,0,0,1.59
100,10000.0,0,0,6.99
87,10000.0,0,0,2.79
65,10000.0,0,0,0.79
100,10000.0,0,0,6.99
75,10000.0,0,0,2.79
66,10000.0,0,0,14.99
20,10000.0,0,0,3.99
48,10000.0,0,0,3.99
57,10000.0,0,0,2.09
62,10000.0,0,0,0.0
93,10000.0,2864,2864,23.79
86,350000.0,629,629,11.99
44,10000.0,0,0,11.99
75,10000.0,0,0,0.79
75,10000.0,0,0,15.49
96,10000.0,0,0,7.19
50,10000.0,0,0,3.99
66,10000.0,0,0,1.99
67,75000.0,0,0,0.0
78,10000.0,0,0,4.79
55,75000.0,10,10,0.0
63,10000.0,0,0,6.19
12,10000.0,0,0,0.79
81,10000.0,0,0,1.59
56,10000.0,0,0,0.79
71,10000.0,0,0,3.99
100,10000.0,0,0,2.79
100,10000.0,0,0,5.19
92,10000.0,0,0,3.99
92,10000.0,0,0,6.99
67,10000.0,0,0,0.79
38,10000.0,0,0,6.99
76,10000.0,0,0,1.69
100,10000.0,0,0,1.59
76,10000.0,0,0,2.09
69,10000.0,0,0,0.79
70,10000.0,0,0,0.0
84,10000.0,0,0,5.79
52,10000.0,0,0,3.99
95,10000.0,0,0,4.79
100,10000.0,0,0,4.99
100,10000.0,0,0,1.69
71,10000.0,0,0,1.59
92,10000.0,0,0,3.99
0,10000.0,0,0,0.79
100,10000.0,0,0,2.79
72,10000.0,0,0,3.99
71,10000.0,0,0,6.99
93,35000.0,0,0,1.69
89,35000.0,0,0,0.79
78,10000.0,0,0,3.99
75,10000.0,0,0,0.79
25,10000.0,0,0,7.19
100,10000.0,0,0,0.0
84,10000.0,0,0,9.99
27,35000.0,0,0,0.0
93,10000.0,0,0,15.49
100,10000.0,0,0,1.59
27,10000.0,0,0,2.79
0,10000.0,0,0,2.09
90,10000.0,0,0,10.99
80,10000.0,0,0,0.79
94,10000.0,0,0,8.29
75,10000.0,0,0,1.99
100,10000.0,0,0,2.89
60,10000.0,0,0,2.09
82,10000.0,0,0,5.99
43,10000.0,0,0,3.99
58,10000.0,0,0,0.79
64,10000.0,0,0,1.99
83,75000.0,52,52,0.0
76,10000.0,0,0,0.0
94,75000.0,120,120,4.79
85,10000.0,0,0,7.99
70,10000.0,0,0,15.49
77,10000.0,0,0,3.99
0,10000.0,0,0,4.79
75,10000.0,0,0,6.99
83,10000.0,0,0,5.79
42,10000.0,0,0,10.29
0,10000.0,0,0,2.09
91,10000.0,0,0,6.99
85,10000.0,0,0,2.79
55,10000.0,0,0,10.99
79,10000.0,0,0,14.99
100,10000.0,0,0,9.99
79,150000.0,45,45,9.29
77,150000.0,236,263,7.19
55,10000.0,0,0,15.49
100,10000.0,0,0,11.39
66,10000.0,0,0,2.09
64,10000.0,0,0,4.99
25,10000.0,0,0,2.79
85,10000.0,0,0,5.79
88,10000.0,0,0,1.99
95,10000.0,0,0,10.99
80,10000.0,0,0,8.99
81,35000.0,142,142,19.49
94,10000.0,0,0,9.99
77,10000.0,0,0,7.19
69,35000.0,0,0,15.49
90,10000.0,0,0,7.19
52,10000.0,0,0,7.19
50,10000.0,0,0,4.99
100,10000.0,0,0,1.69
87,10000.0,0,0,6.19
85,10000.0,0,0,3.99
68,10000.0,0,0,10.99
100,10000.0,0,0,8.29
93,10000.0,0,0,5.79
44,10000.0,0,0,6.19
77,10000.0,0,0,8.0
30,10000.0,0,0,5.99
36,10000.0,6,6,3.99
93,10000.0,0,0,5.59
42,10000.0,0,0,7.0
66,10000.0,0,0,1.59
83,10000.0,0,0,2.09
47,10000.0,0,0,0.79
78,10000.0,0,0,0.0
83,10000.0,0,0,3.99
44,35000.0,25,25,1.59
81,10000.0,0,0,5.79
68,10000.0,9,9,3.99
58,10000.0,0,0,0.79
75,10000.0,0,0,0.79
92,10000.0,0,0,5.59
100,10000.0,0,0,7.19
100,10000.0,0,0,7.19
100,10000.0,0,0,7.19
37,10000.0,0,0,0.0
60,10000.0,0,0,0.8
50,10000.0,0,0,2.79
92,10000.0,0,0,22.99
100,10000.0,0,0,2.09
100,10000.0,0,0,2.09
78,10000.0,0,0,11.39
0,10000.0,0,0,6.99
75,10000.0,0,0,6.99
60,10000.0,1,1,0.79
50,10000.0,0,0,6.19
90,10000.0,0,0,2.79
63,10000.0,0,0,2.79
80,750000.0,40,41,0.0
89,10000.0,0,0,0.79
71,10000.0,0,0,0.79
76,10000.0,0,0,7.19
100,10000.0,0,0,0.79
17,10000.0,0,0,14.99
100,10000.0,0,0,1.69
100,10000.0,0,0,1.69
92,10000.0,0,0,0.0
82,350000.0,3020,1311,44.99
85,10000.0,0,0,6.99
100,10000.0,0,0,0.79
54,10000.0,0,0,3.99
50,10000.0,0,0,8.29
83,10000.0,0,0,1.59
100,10000.0,0,0,7.19
70,10000.0,0,0,2.49
68,10000.0,0,0,4.79
91,10000.0,0,0,9.99
56,75000.0,0,0,9.99
73,10000.0,0,0,0.79
100,10000.0,8,8,2.09
50,10000.0,0,0,3.99
88,35000.0,0,0,0.0
100,10000.0,0,0,3.99
67,10000.0,0,0,1.59
38,10000.0,0,0,3.99
77,10000.0,0,0,0.0
50,10000.0,0,0,4.99
88,10000.0,0,0,5.79
100,10000.0,0,0,4.99
64,10000.0,0,0,1.59
60,10000.0,0,0,4.99
62,10000.0,0,0,1.99
50,10000.0,0,0,4.79
85,10000.0,0,0,0.79
66,10000.0,0,0,0.79
44,10000.0,0,0,6.99
66,10000.0,0,0,3.99
60,10000.0,0,0,1.99
93,10000.0,93,93,14.99
88,10000.0,0,0,9.99
0,10000.0,0,0,10.99
46,10000.0,0,0,5.19
57,10000.0,0,0,0.79
36,10000.0,0,0,1.99
100,10000.0,0,0,0.79
40,10000.0,0,0,0.0
66,10000.0,0,0,0.79
21,10000.0,0,0,1.69
50,10000.0,25317,25317,0.79
0,10000.0,0,0,0.79
42,10000.0,0,0,0.0
100,10000.0,0,0,3.99
100,10000.0,0,0,5.79
45,75000.0,0,0,0.0
87,350000.0,177,177,2.79
67,10000.0,0,0,9.29
78,10000.0,0,0,9.99
100,10000.0,0,0,3.99
86,150000.0,248,245,10.99
90,10000.0,0,0,11.39
95,10000.0,0,0,11.39
66,10000.0,0,0,1.69
90,10000.0,0,0,9.99
50,10000.0,0,0,1.59
70,10000.0,0,0,7.19
0,10000.0,0,0,1.59
85,10000.0,0,0,3.99
38,10000.0,0,0,22.99
75,10000.0,0,0,1.99
61,35000.0,0,0,0.79
98,10000.0,0,0,15.49
76,10000.0,0,0,0.0
89,10000.0,0,0,5.59
70,10000.0,0,0,6.99
76,10000.0,118,118,7.99
100,10000.0,0,0,2.89
78,10000.0,0,0,1.99
29,10000.0,0,0,7.19
68,10000.0,0,0,13.59
75,10000.0,0,0,2.09
74,75000.0,0,0,1.99
55,10000.0,0,0,3.99
77,10000.0,0,0,1.59
50,10000.0,0,0,2.09
0,10000.0,0,0,3.99
81,10000.0,0,0,3.99
27,35000.0,12661,12661,2.89
63,10000.0,0,0,3.99
75,10000.0,0,0,3.99
73,10000.0,0,0,0.79
41,10000.0,0,0,2.09
91,10000.0,0,0,3.99
95,10000.0,0,0,4.99
50,10000.0,0,0,3.99
91,10000.0,0,0,19.49
90,10000.0,0,0,0.79
84,10000.0,0,0,10.99
90,10000.0,0,0,2.89
77,10000.0,0,0,2.79
33,10000.0,0,0,3.99
100,10000.0,0,0,0.79
89,35000.0,0,0,6.99
80,10000.0,0,0,7.19
28,10000.0,0,0,0.79
88,10000.0,0,0,2.09
37,35000.0,0,0,0.0
58,10000.0,0,0,4.79
100,10000.0,0,0,10.99
66,10000.0,0,0,1.99
61,10000.0,0,0,3.99
66,10000.0,0,0,1.69
81,10000.0,0,0,3.99
81,10000.0,0,0,1.69
40,350000.0,5598,8392,0.0
33,10000.0,0,0,0.79
46,10000.0,0,0,4.79
68,10000.0,0,0,5.19
33,10000.0,0,0,8.99
22,35000.0,0,0,3.99
92,10000.0,0,0,1.59
100,10000.0,0,0,3.99
85,10000.0,0,0,0.79
0,10000.0,0,0,1.99
100,10000.0,0,0,0.79
69,10000.0,0,0,3.99
63,10000.0,0,0,3.99
100,10000.0,0,0,4.99
0,10000.0,0,0,0.79
0,10000.0,0,0,0.79
100,10000.0,0,0,2.79
78,10000.0,0,0,1.99
91,10000.0,0,0,11.39
38,10000.0,0,0,0.79
81,75000.0,1016,1016,6.99
83,10000.0,0,0,13.99
75,10000.0,0,0,1.59
100,10000.0,0,0,1.99
92,10000.0,0,0,7.19
71,10000.0,0,0,5.79
94,10000.0,0,0,3.99
75,10000.0,0,0,2.79
100,10000.0,0,0,1.99
54,350000.0,0,0,0.0
100,10000.0,0,0,3.99
26,10000.0,0,0,3.99
50,10000.0,0,0,7.19
33,10000.0,0,0,0.79
63,35000.0,0,0,0.0
89,10000.0,90,90,11.39
92,10000.0,0,0,2.89
85,10000.0,138,138,2.79
68,10000.0,0,0,2.89
56,10000.0,0,0,2.79
72,10000.0,0,0,2.79
74,10000.0,82,82,16.99
70,10000.0,0,0,30.99
80,10000.0,0,0,3.99
88,10000.0,0,0,11.39
46,10000.0,0,0,0.0
77,10000.0,0,0,0.79
25,10000.0,0,0,5.19
52,10000.0,0,0,0.79
88,10000.0,0,0,8.99
51,10000.0,0,0,0.79
71,10000.0,0,0,0.0
87,10000.0,0,0,2.09
45,10000.0,0,0,3.99
84,10000.0,0,0,6.99
50,10000.0,0,0,0.79
55,10000.0,0,0,0.0
21,75000.0,0,0,0.0
69,10000.0,0,0,15.49
100,10000.0,0,0,0.79
28,10000.0,0,0,1.59
83,10000.0,0,0,1.69
42,10000.0,0,0,10.99
59,10000.0,0,0,1.59
66,10000.0,0,0,6.99
58,10000.0,0,0,0.79
33,10000.0,0,0,9.99
50,10000.0,0,0,3.99
79,10000.0,0,0,23.79
95,350000.0,0,0,14.49
100,10000.0,0,0,4.79
100,10000.0,0,0,1.69
61,10000.0,0,0,3.99
51,10000.0,0,0,0.79
29,10000.0,0,0,3.99
23,35000.0,0,0,5.79
100,10000.0,0,0,0.79
100,10000.0,0,0,6.99
89,10000.0,0,0,0.0
46,10000.0,0,0,3.99
47,10000.0,0,0,0.0
85,10000.0,0,0,1.69
81,10000.0,0,0,6.99
68,10000.0,0,0,6.99
25,10000.0,0,0,0.79
84,35000.0,205,205,0.79
0,10000.0,0,0,1.99
92,10000.0,0,0,2.89
100,10000.0,0,0,1.59
73,35000.0,0,0,14.99
71,10000.0,0,0,3.99
51,75000.0,0,0,0.0
100,10000.0,0,0,4.79
100,10000.0,0,0,9.29
68,10000.0,0,0,3.99
61,35000.0,0,0,0.79
85,10000.0,0,0,4.79
21,10000.0,0,0,3.99
75,10000.0,0,0,3.99
79,35000.0,0,0,0.0
93,10000.0,0,0,7.19
61,35000.0,0,0,0.0
100,10000.0,0,0,10.99
95,10000.0,70,70,10.99
65,10000.0,0,0,5.19
95,10000.0,0,0,7.19
100,10000.0,0,0,15.49
82,75000.0,0,0,0.0
75,10000.0,0,0,0.0
90,350000.0,283,518,7.19
36,10000.0,0,0,1.59
100,10000.0,0,0,0.79
33,10000.0,0,0,4.99
50,10000.0,0,0,0.79
50,10000.0,0,0,8.99
93,10000.0,0,0,5.79
53,10000.0,0,0,2.09
75,10000.0,0,0,10.99
61,35000.0,0,0,7.49
100,10000.0,0,0,6.99
78,10000.0,0,0,10.99
40,10000.0,0,0,4.99
93,10000.0,0,0,0.79
66,10000.0,9,9,0.79
66,10000.0,0,0,0.79
26,10000.0,0,0,3.99
86,10000.0,0,0,3.99
41,10000.0,0,0,3.99
71,10000.0,0,0,6.99
66,10000.0,0,0,5.59
100,10000.0,0,0,1.99
71,10000.0,0,0,0.79
48,10000.0,0,0,2.09
75,10000.0,0,0,1.59
93,10000.0,0,0,1.69
100,10000.0,0,0,0.79
85,10000.0,0,0,3.99
73,10000.0,0,0,0.0
71,10000.0,0,0,2.09
91,10000.0,0,0,7.99
76,75000.0,104,104,0.0
77,10000.0,714,714,5.69
28,10000.0,0,0,2.79
45,10000.0,0,0,3.99
95,10000.0,0,0,3.99
56,35000.0,0,0,0.0
71,10000.0,0,0,0.79
100,10000.0,0,0,0.0
100,10000.0,0,0,2.09
87,10000.0,221,221,6.99
90,10000.0,140,140,17.99
0,10000.0,0,0,5.59
50,10000.0,0,0,2.09
50,10000.0,0,0,6.19
39,10000.0,1,1,2.89
100,10000.0,0,0,1.59
80,10000.0,0,0,3.99
75,10000.0,0,0,1.69
63,10000.0,1,1,0.79
0,10000.0,0,0,1.69
37,10000.0,0,0,0.79
50,10000.0,0,0,0.79
92,10000.0,0,0,0.0
92,10000.0,0,0,3.99
75,10000.0,0,0,2.09
57,10000.0,0,0,15.49
0,10000.0,0,0,5.59
85,10000.0,0,0,1.59
59,75000.0,0,0,0.79
74,150000.0,237,237,1.59
92,35000.0,39,39,10.99
54,10000.0,0,0,0.79
65,150000.0,17,17,15.49
87,35000.0,1,1,0.0
78,10000.0,0,0,14.99
37,10000.0,0,0,3.99
79,10000.0,0,0,3.99
100,10000.0,0,0,5.59
37,10000.0,0,0,0.79
62,10000.0,0,0,10.99
100,10000.0,0,0,2.09
81,10000.0,0,0,3.99
55,10000.0,0,0,14.99
70,10000.0,0,0,3.99
100,10000.0,0,0,7.19
48,35000.0,18,22,15.49
55,10000.0,0,0,1.69
66,10000.0,0,0,5.79
100,10000.0,0,0,2.89
55,10000.0,0,0,11.99
78,10000.0,0,0,15.49
59,10000.0,0,0,10.99
88,10000.0,0,0,3.99
71,10000.0,0,0,0.0
73,10000.0,0,0,1.99
50,10000.0,0,0,3.99
57,10000.0,0,0,0.0
75,10000.0,0,0,0.0
90,35000.0,433,433,13.59
62,10000.0,0,0,15.49
53,75000.0,1,1,0.0
85,10000.0,0,0,3.99
66,10000.0,0,0,0.0
100,10000.0,0,0,1.59
33,10000.0,0,0,0.79
55,10000.0,25322,25322,9.99
62,10000.0,0,0,9.99
68,10000.0,2,2,2.09
73,10000.0,0,0,3.99
80,10000.0,0,0,0.79
96,10000.0,0,0,0.0
38,10000.0,0,0,2.79
100,10000.0,0,0,4.99
61,35000.0,0,0,0.0
0,10000.0,0,0,7.19
58,10000.0,5,5,4.79
66,10000.0,0,0,4.79
25,10000.0,0,0,0.0
55,10000.0,0,0,3.99
40,10000.0,0,0,3.99
93,10000.0,0,0,0.79
77,75000.0,58,58,0.0
44,10000.0,0,0,0.0
86,10000.0,0,0,5.99
92,10000.0,0,0,2.89
82,35000.0,483,483,7.19
95,35000.0,0,0,0.0
50,10000.0,0,0,2.89
33,10000.0,0,0,0.79
100,10000.0,0,0,0.79
87,10000.0,0,0,7.19
94,10000.0,0,0,11.39
100,10000.0,0,0,2.89
77,35000.0,0,0,5.99
69,10000.0,0,0,15.49
75,10000.0,0,0,1.99
66,10000.0,0,0,0.79
100,10000.0,0,0,3.99
66,10000.0,0,0,2.99
75,10000.0,0,0,4.99
33,10000.0,0,0,11.39
66,10000.0,0,0,1.69
85,10000.0,0,0,3.99
88,10000.0,0,0,2.09
79,10000.0,0,0,7.19
78,35000.0,0,0,11.99
68,10000.0,0,0,0.79
46,350000.0,759,759,9.29
60,35000.0,349,349,24.99
67,10000.0,0,0,0.0
62,10000.0,0,0,1.99
36,10000.0,0,0,3.19
65,10000.0,0,0,3.19
75,10000.0,0,0,3.19
62,10000.0,0,0,4.79
38,10000.0,0,0,1.59
57,10000.0,0,0,0.0
83,10000.0,0,0,1.99
83,10000.0,0,0,2.89
100,10000.0,0,0,10.99
100,10000.0,0,0,4.79
100,10000.0,0,0,1.59
100,10000.0,0,0,0.79
71,10000.0,0,0,2.09
54,10000.0,0,0,0.79
72,10000.0,0,0,3.99
50,10000.0,0,0,0.0
81,10000.0,0,0,7.19
60,10000.0,0,0,54.99
62,10000.0,0,0,4.99
93,10000.0,0,0,3.99
42,10000.0,0,0,0.79
33,10000.0,0,0,2.79
90,10000.0,0,0,1.69
50,10000.0,0,0,2.79
87,35000.0,54,66,0.0
47,10000.0,0,0,5.99
100,10000.0,0,0,3.99
80,10000.0,0,0,3.99
87,10000.0,0,0,4.95
68,10000.0,0,0,9.99
100,10000.0,0,0,6.99
50,10000.0,0,0,5.59
100,10000.0,0,0,0.79
100,10000.0,0,0,5.79
66,10000.0,0,0,4.79
37,10000.0,0,0,0.79
33,35000.0,0,0,0.79
83,10000.0,0,0,0.0
66,10000.0,0,0,2.09
38,10000.0,0,0,4.99
87,10000.0,0,0,9.29
96,35000.0,0,0,0.0
100,10000.0,0,0,3.99
100,10000.0,0,0,15.49
65,10000.0,0,0,7.19
55,35000.0,0,0,1.59
87,10000.0,0,0,3.99
81,10000.0,0,0,6.99
100,10000.0,0,0,4.99
100,10000.0,0,0,5.59
71,10000.0,49,49,0.79
66,10000.0,0,0,0.0
0,10000.0,0,0,2.89
100,10000.0,0,0,2.89
94,10000.0,0,0,10.99
93,10000.0,133,133,2.99
66,10000.0,0,0,2.09
86,10000.0,0,0,9.29
62,35000.0,40,40,0.0
72,10000.0,0,0,0.79
83,10000.0,0,0,15.49
80,10000.0,0,0,2.09
79,10000.0,0,0,14.99
85,10000.0,0,0,10.99
100,10000.0,0,0,0.0
37,10000.0,0,0,0.0
71,10000.0,0,0,9.99
50,10000.0,0,0,4.79
66,10000.0,0,0,1.99
60,10000.0,0,0,4.99
87,10000.0,0,0,3.99
72,10000.0,0,0,3.99
87,10000.0,0,0,1.99
100,10000.0,0,0,7.19
100,10000.0,0,0,0.79
51,10000.0,0,0,8.29
75,350000.0,617,1003,0.0
76,350000.0,3958,4019,13.99
90,10000.0,0,0,3.99
90,10000.0,0,0,3.99
85,10000.0,0,0,0.99
46,10000.0,0,0,0.79
67,75000.0,61,61,0.0
78,10000.0,0,0,14.99
89,10000.0,0,0,2.89
25,10000.0,0,0,3.99
95,10000.0,0,0,10.59
64,10000.0,0,0,0.79
60,75000.0,104,104,44.99
62,10000.0,0,0,15.49
50,10000.0,0,0,1.69
76,75000.0,219,328,26.99
0,10000.0,0,0,1.69
80,10000.0,0,0,10.29
0,10000.0,0,0,0.79
89,35000.0,0,0,0.0
100,10000.0,0,0,1.59
45,350000.0,91,10,0.0
57,10000.0,0,0,2.09
32,35000.0,0,0,0.79
92,150000.0,644,644,15.49
90,10000.0,0,0,15.49
57,10000.0,0,0,2.09
50,10000.0,0,0,0.79
80,10000.0,0,0,2.89
94,10000.0,0,0,4.99
75,10000.0,0,0,14.49
83,35000.0,869,869,15.49
84,10000.0,0,0,6.99
58,10000.0,0,0,1.69
100,10000.0,0,0,3.99
97,35000.0,1117,1117,3.99
60,75000.0,0,0,0.0
80,10000.0,0,0,2.99
63,10000.0,0,0,9.99
50,10000.0,0,0,5.79
55,10000.0,0,0,2.09
100,10000.0,0,0,1.69
72,10000.0,0,0,5.79
